text,label
I'm so angry at my family!,Anger
I really appreciate my colleagues,Grateful
my parents broke my heart,Sadness
I can't deal with my family,Frustration
I feel nervous about my team,Fear
I care so much about my parents,Love
my roommate broke my heart,Sadness
Why does my siblings always make me upset?,Anger
Why does my school always happen?,Frustration
my parents is so frustrating,Frustration
I can't believe my grades!,Surprise
Thank you my future for everything,Grateful
I feel nervous about my exams,Fear
Thank you my family for everything,Grateful
my life broke my heart,Sadness
Thank you my project for everything,Grateful
I'm so angry at my friend!,Anger
Thank you my grades for everything,Grateful
Maybe my friend will improve,Hopeful
I feel so sad about my friend,Sadness
I can't stop crying because of my family,Sadness
I'm so angry at my life!,Anger
I'm thrilled because my school,Joy
my future broke my heart,Sadness
my exams is so frustrating,Frustration
my siblings made my day!,Joy
I hope my exams will get better,Hopeful
the results is too much for me,Overwhelmed
I wish I had someone to talk to about my roommate,Loneliness
I feel exhausted because of my grades,Overwhelmed
Nobody cares about my roommate,Loneliness
Maybe my future will improve,Hopeful
I hope my team will get better,Hopeful
my friend is so frustrating,Frustration
I can't stand my life anymore!,Anger
I feel so sad about my future,Sadness
I can't stop crying because of the teacher,Sadness
my family totally surprised me,Surprise
my grades broke my heart,Sadness
I feel optimistic about the assignment,Hopeful
the situation totally surprised me,Surprise
I feel so sad about my family,Sadness
I'm grateful for my colleagues,Grateful
my colleagues broke my heart,Sadness
my grades is too much for me,Overwhelmed
I can't handle the situation anymore,Overwhelmed
I really appreciate my colleagues,Grateful
my grades is too much for me,Overwhelmed
I'm scared of the situation,Fear
I'm thrilled because my team,Joy
I feel so sad about my friend,Sadness
I feel so alone because of my team,Loneliness
I feel so sad about my life,Sadness
I feel nervous about the results,Fear
I feel exhausted because of the assignment,Overwhelmed
the results totally surprised me,Surprise
I can't deal with the assignment,Frustration
I feel so alone because of my siblings,Loneliness
I wish I had someone to talk to about my parents,Loneliness
I can't believe the situation!,Surprise
I feel so sad about the situation,Sadness
the assignment makes me anxious,Fear
Thank you my project for everything,Grateful
I feel optimistic about my colleagues,Hopeful
I'm thrilled because my siblings,Joy
Wow! I didn't expect the results,Surprise
I'm so angry at the situation!,Anger
I feel so sad about my parents,Sadness
I hope my project will get better,Hopeful
I'm so angry at my colleagues!,Anger
I'm so angry at my exams!,Anger
I can't handle my team anymore,Overwhelmed
Maybe my siblings will improve,Hopeful
I can't handle my siblings anymore,Overwhelmed
I hope my school will get better,Hopeful
I wish I had someone to talk to about my future,Loneliness
I can't stand my future anymore!,Anger
I wish I had someone to talk to about my future,Loneliness
I feel nervous about the assignment,Fear
I really appreciate my school,Grateful
my grades means the world to me,Love
I really love my parents,Love
my roommate made my day!,Joy
my roommate is so frustrating,Frustration
the results broke my heart,Sadness
I feel exhausted because of my project,Overwhelmed
I really love my future,Love
I can't handle the teacher anymore,Overwhelmed
Thank you the situation for everything,Grateful
I feel nervous about my grades,Fear
I can't handle my project anymore,Overwhelmed
my roommate is too much for me,Overwhelmed
I can't stop crying because of the situation,Sadness
my grades makes me anxious,Fear
I can't stop crying because of the assignment,Sadness
I can't stop crying because of my friend,Sadness
Why does my siblings always happen?,Frustration
I feel so alone because of the teacher,Loneliness
I hope my parents will get better,Hopeful
I really love my future,Love
the teacher broke my heart,Sadness
I really love my roommate,Love
I wish I had someone to talk to about my grades,Loneliness
the assignment broke my heart,Sadness
I feel exhausted because of my team,Overwhelmed
Why does my roommate always happen?,Frustration
my siblings totally surprised me,Surprise
I'm scared of my future,Fear
I wish I had someone to talk to about my parents,Loneliness
I'm grateful for the situation,Grateful
I can't handle my parents anymore,Overwhelmed
I'm scared of the situation,Fear
Thank you the assignment for everything,Grateful
I feel nervous about my friend,Fear
I feel so sad about the situation,Sadness
the assignment made my day!,Joy
Nobody cares about my school,Loneliness
I can't handle my school anymore,Overwhelmed
Nobody cares about my project,Loneliness
I feel optimistic about my team,Hopeful
I feel so alone because of my future,Loneliness
I hope the situation will get better,Hopeful
my siblings totally surprised me,Surprise
I can't handle my school anymore,Overwhelmed
I'm so angry at my family!,Anger
I feel optimistic about my life,Hopeful
I hope my grades will get better,Hopeful
the assignment made my day!,Joy
my roommate makes me anxious,Fear
the situation is so frustrating,Frustration
Nobody cares about the situation,Loneliness
I'm grateful for the teacher,Grateful
my future is so frustrating,Frustration
my project broke my heart,Sadness
Why does my colleagues always happen?,Frustration
I feel so sad about the teacher,Sadness
I'm so angry at the assignment!,Anger
the situation totally surprised me,Surprise
Thank you my siblings for everything,Grateful
Why does my roommate always happen?,Frustration
I feel optimistic about my future,Hopeful
I really appreciate my future,Grateful
I feel nervous about my school,Fear
Why does my friend always happen?,Frustration
I feel exhausted because of my family,Overwhelmed
I hope my project will get better,Hopeful
Maybe my colleagues will improve,Hopeful
Nobody cares about my roommate,Loneliness
I'm thrilled because the teacher,Joy
I really appreciate my life,Grateful
I can't stand my team anymore!,Anger
I can't deal with the results,Frustration
Maybe the results will improve,Hopeful
Why does my friend always happen?,Frustration
I feel nervous about my grades,Fear
Why does the assignment always make me upset?,Anger
I care so much about the assignment,Love
I can't stop crying because of my colleagues,Sadness
I care so much about the situation,Love
my team makes me anxious,Fear
I wish I had someone to talk to about my family,Loneliness
I feel so happy about my team,Joy
I feel so alone because of my project,Loneliness
I can't believe the teacher!,Surprise
my school broke my heart,Sadness
Why does my siblings always make me upset?,Anger
my friend made my day!,Joy
the teacher means the world to me,Love
Thank you my exams for everything,Grateful
I can't stand my team anymore!,Anger
my roommate broke my heart,Sadness
the teacher is so frustrating,Frustration
I'm so angry at my siblings!,Anger
my family made my day!,Joy
I feel so sad about my school,Sadness
I feel so sad about my school,Sadness
Maybe my future will improve,Hopeful
I hope my colleagues will get better,Hopeful
I feel optimistic about my roommate,Hopeful
I feel so sad about my grades,Sadness
I'm grateful for the teacher,Grateful
my roommate is too much for me,Overwhelmed
I feel optimistic about my grades,Hopeful
I can't believe the situation!,Surprise
I feel so happy about my parents,Joy
I feel nervous about my colleagues,Fear
Why does my siblings always happen?,Frustration
I can't stand the assignment anymore!,Anger
I feel so sad about my school,Sadness
I feel exhausted because of my friend,Overwhelmed
I feel so alone because of my life,Loneliness
I can't stop crying because of my parents,Sadness
I feel so happy about my school,Joy
my school made my day!,Joy
I can't handle my roommate anymore,Overwhelmed
I really appreciate my future,Grateful
I really appreciate my parents,Grateful
Wow! I didn't expect the teacher,Surprise
Why does the situation always happen?,Frustration
I'm thrilled because the teacher,Joy
Maybe my siblings will improve,Hopeful
I hope the assignment will get better,Hopeful
I hope my project will get better,Hopeful
I feel optimistic about my roommate,Hopeful
Thank you my parents for everything,Grateful
I'm scared of the situation,Fear
I'm scared of my family,Fear
I can't handle my team anymore,Overwhelmed
I wish I had someone to talk to about my project,Loneliness
my friend means the world to me,Love
I care so much about my project,Love
I can't stand the teacher anymore!,Anger
Nobody cares about the teacher,Loneliness
I can't deal with my family,Frustration
I feel so alone because of my future,Loneliness
I feel so happy about my exams,Joy
I can't deal with my life,Frustration
I'm so angry at my family!,Anger
I'm grateful for the situation,Grateful
I feel so alone because of my team,Loneliness
the assignment makes me anxious,Fear
I can't believe the situation!,Surprise
my grades broke my heart,Sadness
I can't stop crying because of my friend,Sadness
I can't deal with my friend,Frustration
I hope my family will get better,Hopeful
my future is so frustrating,Frustration
Why does my roommate always make me upset?,Anger
my school is too much for me,Overwhelmed
I wish I had someone to talk to about the results,Loneliness
